제목,날짜,작성일,작성자,댓글
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 22:28:00,-,웃음만 나네요...국민이 바보도 아니고...ㅎㅎㅎ 아무리 인물이 없어도..ㅎㅎㅎㅎㅎㅎㅎㅎㅎㅎ
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 22:04:00,hijoker****,"뭐라 할까. 한마디로 개소리라 보면 된다.
여론조사 그거 믿는 국민들이 아직도 있을까. 뻥이여~~~"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 22:00:00,-,윤석열 대통령이 된다면.. 우리나라 다시 독재국가로 돌아가는것이지.. 생각만 해도 무섭네..
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 21:41:00,흐르는강,미얀마 사태를 보면서도 박정희 전두환 시절이 좋았더라고 하는 인간들이 있다. 그 사람들이 윤석렬을 대통령감이라고 지지한다. 의식 수준이 시대를 따라가지 못하는 것이다.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 22:32:00,-,@흐르는강 무지한 이들의 세뇌는 어찌할수 없나봐요...보편적인 사고가 안되는 이들....하아...
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:59:00,외톨이참새,"내가 다섯 달전에 댓글로 예상했었지...
문통이 지지율이 45%일때 문통의 지지율은 35%가 정상이라고.... 상한선이란 말이지....
두세달전에 낙연이가 사면을 말했을땐 지지율이 한자릿수까지 떨어진다고 했었고.
문통에 대한 증오의 표심은 격랑과 같아서 재명이마저도 장담할수가 없다고 하였지....
그리고 명박이보다 더 모진자를 만나게 될거라고 거듭거듭 말했었지...
내말이 믿기지 않거든 내아이디로 정치면 댓글을 검색해보거라.
내예측이 100% 정확하지않은가...
정치는 개뿔도 모르는 것들이 5천만 국민을 책임진다고 주접들을 싸고있으니.... 나라가 순탄하게 돌아갈리가 있는가...
친문니들.... 진정 국가와 국민을 위한다면..... 정치접어라."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:41:00,kyoussqw,검찰 개혁이 도대체 무어야 정치적 중립성을 확보하고 국민의인권을 존중하는것이 요체인대 아니 검찰을 정권의 시녀로 전락 시키는 것이 이정권의 검찰 개혁이냐 김오수같은 허수ㅇ아비를 추천하는 것이 검찰 개혁이냐 참으로 개탄할일이다 이제 국민들이 용납 하지않을 것이다
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:31:00,머나먼유토피아,"즈그들 배시때에기만 든든하면, 만사ok 인 것이 수꼬르일베들...., 사회정의는 반공이면, 검찰에 의한 간첩조작사건이든 고문조작사건이든 상관없이 ok....지들이 당하기 전까진...., 이런 닭대가리국민들이 널렸으니, 리승만이가 판을 쳤었고, 닭정희기 판을 엎었고, 조홋두환이가 판을 깼던 것이다.
최순실한테 당하고도, 제2의 최순실을 조장하고 있으니... 극우쪼옥바리들이, 한국따위운운하는 것 아닌가...."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:27:00,kyoussqw,우리나라는 지금 이상한 정권이 집권해 있다 공정 정의 상식이 없는 정권이다 공정과 상식이 지배하는 나라가 되려면 윤석열 같은 분이 존경을 받아야 한다 이재명 이낙연 김태년 김용민 김종민 이낙연 윤호중 박병석 같은 상식이 없는 이런 사람들은 우리사회에서 도퇴 시켜야 한다 특히 정세균도 마찬가지다
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 20:07:00,never****,윤석열 지지율에 지나가는 개도 웃겠다.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 19:58:00,kdj****,고마해라 윤석열에 윤자만 들어도 징글징글하다
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:22:00,황태자의 꿈,"또 구라미터 여론조사?
시간과 돈이 아깝다.
이런 기사를 보는 내가 한심하다.
이 여론조사가 신뢰성이 있다면
이나라는 머지않아 멸실된다고 자신있게 말한다.
전국민 투표인을 각계층에서 10%정도라도 해야지
그게 여론조사고 응답률과 조사했던 지문,방식도
함께 발표해야지 이런 여론조사,보도는 헛쥐랄이다.
어린 강아지도 웃는다."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:16:00,바보이반,경향이 미쳤나 보다. 윤서방파 띄우기에 나서고 있나 봐. 정신 좀 차려라.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:02:00,-,"대한민국에 살처분이 필요한 개돼지들이 32%나 된다는 소리구만

즉각 살처분 시행들어가자. 저런것들은 놔둬 봐야 후손들만 힘들게 한다."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:01:00,그냥,석열이가 있어 보이냐?
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:00:00,quadra,"윤석열 지지의 의미는
'윤설열 지지'가 아니라, '문재인 싫어'다.
좌파는 깨끗하지도 않았고, 일을 잘하지도 않았다.
무책임하고, 아마추어 같았지..
우리나라 현대사에서 데모 외에 뭐하나 해본적 없는 인간들"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:49:00,공공,석열이가 한게 무언대? 왜? 지지를 하는것인대?
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:37:00,꾸물러,대꺠문들 속이 아주 타들어 가겠네 ~ 니들 인생도 타들어가길~
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:33:00,롱다리,문빠들아.. 왠지 어두운먹구름이 서서히몰려오는것 같지않니? 그래도쫄지마 ㅋㅋ
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:32:00,Francisco Choi,"개돼지들...
윤석열 대통령 되고, 뒤늦게 속았다는것 깨달은 (개돼지들 포함) 국민들이 저항하고, 이럴바에야 개혁한번 제대로 못하는 민주주의보다 친일파와 적폐 한꺼번에 청산하는 21 세기 버젼 프롤레타리아 혁명 일어날지도 모른다. 조국 가족을 고꾸라트린 개돼지들눈엔 자기보다 잘살고, 많이 배우고 잘난 놈들은 그저 타도의 대상이거든."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:17:00,자기이리와,김건희-양재택 연관 검색 해서 봐라...대통 깜인지 아닌지
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:11:00,서방,"돼지발정제 대선후보 미투천국 성개방국가 동성결혼 주둥이놀려돈번다 먹사.엿장사.도사.먹승.무당.철학관
하나님모습 불멸의태양님 예수.부처.무당 삼형제 햇빛에살다죽었다 천국은마음에있다 당신이메시아 신이다"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:37:00,아침 태양,"집안도 다스리지 못하고 형수에게 쌍욕을 하는 놈이 무슨 대통령 후보 여론 조사에 들어가는가요?
이제는 중도파 윤석열 전 검찰총장이 대세 입니다

원래부터 경제 몰라 폭망 상태에 세월호 정치적으로 그렇게도 이용 해 쳐 먹은 죄를 받아
코로나 사망자는 6.25 전쟁 이후 역대 정권에서 볼 수 없는 숫자 입니다
훗날 문재인 정권 하면 코로나 사망자 밖에 생각나는 것이 없을 것입니다

이제는 좌파는 모두 척결하고 우파는 무능하고
중도파 윤석열 검찰총장을 대통령으로 모시고 공정과 정의를 세우는 나라를 만들어야 합니다"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:07:00,chong,"@아침 태양 임명권자 등에 비수찌른 파렴치한 배은망덕한 넘이 대권주자
떵을 싸라 그리고 형수라도 인륜을 져버리는 행실을 하면
쌍욕이 아니라 더한것도 해야지 형수라고 말못하냐....."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:30:00,-,@chong 아니.. 살아있는 정권 수사하라며.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:54:00,sic_****,"@- 윤짜장이 살아있는 권력 수사 한거냐?
지 밥그릇, 장모,처와 가진 권력 지키는 수사 한거지?
따리려거든 똑바로 따져라."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:49:00,구이,"@아침 태양 형수 쌍욕이라는 표현을 아직도 하는걸 보니 앞뒤정황도 모르는 놈이구만.
너 아직도 조중동 신문보니?
댓글 싸지르기전에 정보 갱신 좀 하면서 살아라.
글구 윤석열 집안 꼬라지는 안보니? 아예 그냥 종교를 하나 만들어라."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:33:00,에어워커,썩렬이는 MB 나 두환이처럼 대통령될 관상이 아니다.
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:35:00,안녕,"@에어워커 노무현, 이명박은 대통령이 될 관상이더냐 ?"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:32:00,김치국,"'리얼미터'가 구라인건 .. 검증된 일..
토왜, 국ㄸ당의 사주를 받는 '구라 조작미터'인 걸 아직도 모르는 사람이 있나..
오죽하면 다스뵈이다에서 쫒겨 났을까..
김어준이 보다 보다 도저히 안되겠으니 .. 발로 뻥.. 퇴출.. !!
박시영 *윈지코리아* 와만 단독으로 여론 진단중.. !!"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:58:00,준,@김치국 그 윈지코리아에서도 윤석열이 다자구도에서 지지율 33.8%로 선두에요. 이재명과 양자대결 펼치면 윤석열 47% vs 이재명 40% 나오고요
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 17:09:00,chong,"@준 그 지지율이 얼마나 갈까?
상관 뒤통수치는 배은망덕한 넘이 대통령 개가 웃는다."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:32:00,에어워커,김현미 변창흠 홍남기 문재인이 개판쳐놓으니 이재명님 지지도가 떨어지네. 헐 ~
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:30:00,do****,하산 할 날은 다가 오고~~~~~~~!! 그동안 저 질러온 죄가 태산보다 크고~~~~~~!! 지켜줄 놈 은 안 보이고 누가되도 큰집갈 일만 보이는데 잠은 안오고~~ 비는 하염없이 내리누나~!~~~~~~~!! 과연 뒤끝 쪄는 재명이에게 배신의 칼날을 맞을 것인가~!! 정의 의 칼~윤석열에게 목을 드리밀 것인가~~~~~!! 밤은 깊어오고 잠은 안오고~!
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:21:00,jchdgsfetwufbfhavx,윤 시롸냐
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:20:00,이나라왕,"도데체 윤석열이 뭐가 있다고 그렇게 지지율이 높을까?... 반민주당 심리가 그에게 몰리나?... 가장 검사스러운 검찰 출신인데, 만에하나 집권을 한다면 그동안의 검찰개혁 도로아미타불일게 뻔하고, 오히려 검찰중심의 사법개혁이 이루어질텐데, 그건 그동안 그렇게 검찰의 힘빼기에 들인 노력들이 허투로 돌아갈 것이다. 지금 왜 윤석열 밖에는 보수진영의 주자가 없는지도 한창 자기 반성이 필요한 시기에 그를 통해 보수가 다시 집권하는 세상을 만들어 보겠다는 보수층 일부의 사고가 참 어이가 없다... 문재인 정부가 중용한 인사인데, 과연 보수가 원하는대로 모든 정치와 정책들을 다시 우향우로 만들 수 있을 것인가?... 난 아닐 것이라고 봄... 그리고 반기문처럼 받쳐주는 기반 세력이 없으니 중도 포기할 게 예상된다는....."
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 18:30:00,정의와 공정,"@이나라왕 윤 개검이 대통이 된다 ? 이게 말이 되냐 ?
이제 공부한단다 ! 정치.사회 .외교등등 과외수업을 한다니...어안이 벙벙
몇십년 정치경험을 가진 경력자도 대통 되기란 어려운 것인데...정신병원행 버스나 타라 !
더구나
마누라와 장모가 부동산사기등 범법자들인데...대선에 나온다고... 국민들이 바지 저고리인가 ?
알고도 지지하는 얼띠기들이야 원래 정신병원 탈출한 자들 아닌지...머리에 총 맞았는지... ?
여론기관놈과 개언론들은 얼띠기 생산이 과한 줄도 모르고 아직도 생산하는구먼~~"
"“윤석열 32% 이재명 23.8%, 이낙연 9%”···대선 지지율 1~2위 격차 한자릿수로",2021-05-03 16:00:00,2021-05-03 16:19:00,hhm****,이래서 언론개혁을 반드시 해야 하는 겁니다.
어린이날 맞아 이재명 ‘민심’ 이낙연 ‘청년’ 정세균 ‘돌봄’,2021-05-05 11:32:00,2021-05-05 22:18:00,사과사,"윤석열·김정숙·문재인이 박원순 살해 혐의로 입건돼 범죄 피의자가 됐다

박원순 사인은 전신이 허공에 매달린 질식사(목 졸림)다 이때 심장 박동이 정지되면 중력 작용으로 혈액이 몸 아래쪽 모세혈관 내로 침강하면서 자줏빛 반점이 시체의 손끝 발끝 다리 아래쪽에 생긴다 그러나 시신에는 반점이 뒷덜미 허리 등 허벅지에 나타나 있다 즉 타살된 뒤 옮겨진 것이다
https://blog.naver.com/cnamsung/222170443857"
"여권 대선주자들, 5·18 앞두고 호남행",2021-05-13 20:46:00,2021-05-14 10:34:00,일산아자씨,고향 들 가내
"여권 대선주자들, 5·18 앞두고 호남행",2021-05-13 20:46:00,2021-05-13 23:44:00,파랑새,",인성을 보면 이낙연도 나름 경쟁력이 있겠으나

시대의 흐름은 전혀 엉뚱하한 방향에서 흐른다.

시대는 난세의 영웅을 필요로 한다.

실제모습은 어떨지 모르지만 이낙연을 평화시대에 어필할 수 있는 인물이지

난세의 인울을 아닌것 저럼보인다.

당면한 부동산 문제를 봐도 그렇다"
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-26 09:42:00,원상복구 업그레이드,"애는 나가리야 외연확대로 정세균만도 못해
문젠 지키겟다 발언한 순간부터 대깨문 취급"
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 19:44:00,막시밀,"이낙연님
읍참마속"
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 15:59:00,ChanS Youn,415부정선거는 울나라 정치역사를 1960년대 419이전으로 후퇴시킨 역사적 오점이다. 이 415부정선거의 주구인 이낙연을 아직도 대통령후보라고 추켜세우는 언론을 보면서 어디서부터 뭐가 잘못되었나하는 생각뿐이 안든다. 며칠후면 경찰공무원신분으로 국회의원이 된 넘이 법의 심판을 받는다. 중립위반만으로도 엄중한데 아예 국회의원으로 나섰다는 자체만으로도 울나라 부정선거와 부패정도가 어느정도 되는지 가늠된다. 아직도 대법원에 계류중인 수많은 부정선거 사례중 하나뿐인데도 이 엄중한 문제가 이제야 첫 선고를 앞두었다니 기가 막힐 뿐이다. 이기붕이 운다. 이낙연이를 보면 자신이 한 짓은 애들 장난에 불과한데 일가족이 다 죽었으니...
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 14:05:00,안티,뭔 대선주자야. 옵티머스 돈 받았으니 감옥이나 가야지. 비서 자살시키면 끝이냐?
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 13:40:00,김미구,"이 경향은
지난주말부터 3일간 ""이재명, 윤석열 양자구도 확고"" 제목으로
이번주말부터는 ""이낙연 회생가능할까""로 게재했다.

즉, 제목으로 보면
이낙연을 페이드아웃 시키는 듯하고
그 효과를 2주 연속 주말제목으로 채우고 있다.

무슨 꿍꿍이 짓인가?"
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 12:25:00,이대도강,더 이상 무능한 대통령이 나와선 안 된다. 이낙연은 회생되서도 회생시켜서도 안 된다. 이명박. 박근혜. 문재인 연속된 무능한 대통령의 고리를 이젠 끊어야 한다. 언제까지 감성과 과거에 얽매여 대통령을 선출할 것인가. 다음 대통령은 무조건 능력을 최우선 기준으로 해야 한다!!!
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 12:21:00,서방,"대통령은 하늘이 내린다
발버둥처도 능력있어도 조건에 맞는인사 불멸의태양 하느님이 점지하사 잉대한다 대통령
교주예수 11조먹사돈 그돈으로 천국사업복지로 보여줘야된다 죽어천국없으면 교주사기꾼"
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 12:17:00,서방,돼지발정제 외톨이 낭인 기웃기웃 날파리 입당시키면 옛날당대표 대선병 당만이용 개발정 당된다
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 12:02:00,noa****,문재인 아바타? 끝났지 ....
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 11:57:00,예인의집sign,"내고향 호남이지만 아니다고 본다? 그냥 짐싸들고 국민의힘으로 가세요 쥐박,박양이 환영할거다"
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 11:43:00,이관호,"이낙연 만한 대권주자가 또있나요
완전 싸움닭들만 여론 지지 받고 있는 현상이 정상인지 의심스럽내요"
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 11:09:00,CASSANDRA,"이낙연이 호남의 지지세가 있고, 합리적, 이성적인 이미지에 강단이 있어 보였는데...
알고보니... 좌파 강성지지자의 눈치만 보는 어릿 강아지에 불과하다는... 실망감..
기대를 한만큼 실망도 큰 법이지..
모범생인줄 알았는데... 뒷골목에서 삥이나 뜯고, 여자애들이나 괴롭히는 파렴치한 이미지..
아마 ..이런 이미지 쇄신은 쉬워 보이지 않는다..
마누라 자식 빼고 주위에 있는 인물을 죄다 바꾸면 몰라도...
주위에 있는 인물들이 정치를 모른다던지, 멍청하던지, 이재명 첩자던지...
아니고서는 이따위로 정치를 하지 않는다.."
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 11:06:00,hijoker****,"친문들의 지지를 한 몸에 받고 있는 민주당의 유력한 대선주자이다.
다른 말이 뭐가 더 필요한가.
문제는 정동영식 박스떼기로 당원들 기만하는 짓만 하지 않는다면
당연히 유일한 대선주자로 선출될 것이다.
하여 이번 당대표 선거에서 홍영표가 반드시 되어야 한다는 거."
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 11:03:00,풍림화산,깜이 아님
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 10:32:00,달리는 백마,이재명은 깡패 같지..... 윤석열은 업보가 있지..........그나마 이낙연이 신사 같다~~
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 13:39:00,지나가는개,@달리는 백마 ㅎㅎㅎㅎㅎ
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 08:21:00,그레이스,이낙연씨 국민의 힘으로 넘어 오세요..
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 08:47:00,tprmadmf xhahrdmfh,"@그레이스 빨리되러가요?
그리고 권력자들등에업고 사기치고단니는 민주당뭉처서탈당한자들까지 대리고가시요?
그사람버리고 지금의 전남민주당과 함게하던지?"
"대권주자 이낙연, 회생 가능할까",2021-04-25 07:46:00,2021-04-25 13:39:00,지나가는개,@tprmadmf xhahrdmfh 데려
이낙연 “경선연기론 당이 빠른 시일내에 정리해야···양강구도 변화 여지 있다”,2021-05-10 11:07:00,2021-05-10 21:28:00,Really,"'엄중하게' 말하는데, 나견씨, 당신같은 기회주의자는 국가 지도자가 되어서는 안돼."
이낙연 “경선연기론 당이 빠른 시일내에 정리해야···양강구도 변화 여지 있다”,2021-05-10 11:07:00,2021-05-10 12:34:00,외톨이참새,"당이 빠른시일내에 정해달라 ?
속이 빤히 들여다 보이는구만....
원래대로라면 정상적으로 경선을 해야하는게 아니냐 ?
겨우 소수의 얍삽한 앞잡이를 내세워서 바람을 잡게하고는 그런자들 핑계로 당까지 물고 들어가는가....
결국 당원투표로 가자 그거지....
난 노무현이 해양수산부장관을 할때부터 대통령이 될것을 확신하였을 정도로 정치를 잘안다.
여론조사지지율은 노무현처럼 당에서 치열하게 싸워서 이기는 것이 정치인이지, 경선연기라는 얍쌉한 술책으로 이기는 것은 아니다.
그런 경선에서 이긴다 하더라도 상처뿐인 영광일 뿐.
국민이 바보는 아니다.
니들 친문들은 어떻게든 재명이를 낙마시켜서 석열이와 본선에서 맞붙게 된다면 석열이는 시간이 지날수록 거품이 빠진다고 여기지만...
경선연기 과정은 .... 석열이의 지지율을 더 높일뿐이다.
정치란 말이다....
큰물결이 흐르는대로 같이 흘러가는 것이지 니들처럼 거스르는 것은 아니다.
마치 노무현때 필승카드였던 고건을 낙마시키고 어줍잖은 언론인출신을 내세워서 개참패를 당한것처럼...
지금상황이 딱 그때의 상황이 아닌가...
그래서 니들은 명박이 같은 자를 다시 만나게 될것이고...."
"양승조 충남지사, 윤석열 전 총장과 '충청대망론' 대결?...12일 대선 출마 선언",2021-05-12 11:52:00,2021-05-12 18:00:00,강덕산,좋아요 힘내시고!
"양승조 충남지사, 윤석열 전 총장과 '충청대망론' 대결?...12일 대선 출마 선언",2021-05-12 11:52:00,2021-05-12 16:23:00,y***,뭐더러 나오실려고...
"양승조 충남지사, 윤석열 전 총장과 '충청대망론' 대결?...12일 대선 출마 선언",2021-05-12 11:52:00,2021-05-12 15:43:00,서방,"돼 ㅡ지 똥냄새 퇴출1호
발ㅡ끈 기웃 당쟁비난막말
정ㅡ말 창당해 대표.대선출마
제ㅡ발 주재파악 고향가 반장 굿"
박용진 대선출사표 “대한민국 변화 이끌어낼 자신 있다”,2021-05-09 14:16:00,2021-05-10 09:31:00,Harry Oh,"차라리 재명 낙연보다 참신하다.
변화할 가능성이 보이기 때문이다.
단 조건은 대깨문을 배제 하여야 한다.
변화 없이는 대선 승리는 요원하다."
박용진 대선출사표 “대한민국 변화 이끌어낼 자신 있다”,2021-05-09 14:16:00,2021-05-09 21:18:00,김순진,그냥 조선 방회장 아바타 아닌가?
박용진 대선출사표 “대한민국 변화 이끌어낼 자신 있다”,2021-05-09 14:16:00,2021-05-09 20:09:00,박만호,아직은 글쎄??
박용진 대선출사표 “대한민국 변화 이끌어낼 자신 있다”,2021-05-09 14:16:00,2021-05-09 19:24:00,ks****,우리나라 사람 맞아?
박용진 대선출사표 “대한민국 변화 이끌어낼 자신 있다”,2021-05-09 14:16:00,2021-05-09 18:09:00,야간비행,윤석열과 붙어 승리 가능성이 가장 높은 후보.
박용진 대선출사표 “대한민국 변화 이끌어낼 자신 있다”,2021-05-09 14:16:00,2021-05-09 16:30:00,토토와 프로토 픽분석,이나라가/// 말세다 말세 이석기 석방하라고 구치소 앝에서 외치던 그가 감히 대통령 이라니 에이 더럽다 이 나라가 정 말 어디로 가고 있나
박용진 대선출사표 “대한민국 변화 이끌어낼 자신 있다”,2021-05-09 14:16:00,2021-05-09 16:03:00,m****,"✔음, 좋은 서막을 올렸네. 이러한 친구들이 여.야에서 또한 일반 국민 속에서도 많이 나와 준다면 대한민국의 밝은 미래를 개척해 나갈 수 있을 텐데. 어쨋든, 좋아!"
"이낙연, ‘윤석열 대선 출마’ 관해 “그렇게 순탄한 길만도 아닐 겁니다”",2021-04-01 10:31:00,2021-04-02 06:51:00,huryh****,이 댓글은 작성자 또는 관리자에 의해 삭제된 댓글입니다.
"이낙연, ‘윤석열 대선 출마’ 관해 “그렇게 순탄한 길만도 아닐 겁니다”",2021-04-01 10:31:00,2021-04-02 06:51:00,huryh****,@삭제된 댓글입니다 윤 ㄷㅌㄹ되면 검찰은횡재지 팔이안으로굽지 검찰세상되는거야 ㅂ ㅅ 아
"이낙연, ‘윤석열 대선 출마’ 관해 “그렇게 순탄한 길만도 아닐 겁니다”",2021-04-01 10:31:00,2021-04-01 14:54:00,bj****,윤석열 부동산사기꾼 장모는 어떻게 되었나
"이낙연, ‘윤석열 대선 출마’ 관해 “그렇게 순탄한 길만도 아닐 겁니다”",2021-04-01 10:31:00,2021-04-01 14:44:00,하루살이,"용산 참사는 일부 국민의 아픔이라고 하자. 지금 온국민이 문정부로 인해 그이상의 고통을 겪고 있음을 알고 있다면 그간 대북정책, 한일,한중, 한메 외교의 실패, 소주성, 일자리정책, 부동산정책과 원자력에너지정책의 실패를 하나라도 인정하고 환골탈퇴하는 자세를 가지지 않고 아직도 선거승리에만 몰입되어있는 무능한 여권과 무정부의 어리석음에 개탄하지 않을 수 없다."
"이낙연, ‘윤석열 대선 출마’ 관해 “그렇게 순탄한 길만도 아닐 겁니다”",2021-04-01 10:31:00,2021-04-02 06:53:00,huryh****,@하루살이 귀가보배다.
"이낙연, ‘윤석열 대선 출마’ 관해 “그렇게 순탄한 길만도 아닐 겁니다”",2021-04-01 10:31:00,2021-04-01 14:41:00,반가운이,"윤석열이 대선에 나오라고 그래.
나오면 복잡한 처가 장모를 비롯해서 지 여편네의
여러비리 사건등이 모조리 들춰질텐데
지가 견딜 수 있겠어?
나온다고 너무 쫄지말어.
한방에 훅 갈테니까..."
"이낙연, ‘윤석열 대선 출마’ 관해 “그렇게 순탄한 길만도 아닐 겁니다”",2021-04-01 10:31:00,2021-04-01 14:33:00,해든,지금 한가하게 남 걱정할 때 아냐
